provider_number,fy_start,fy_end,date_processed,date_created,data_source,beds,tot_charges,net_pat_rev,tot_discounts,tot_operating_exp,ip_charges,icu_charges,ancillary_charges,tot_discharges,mcare_discharges,mcaid_discharges,tot_mcare_payment,secondary_mcare_payment,street,city,state,zip,county,name,uncomp_care,cost_to_charge,new_cap_ass,cash,fixed_assets,depr_land,depr_bldg,depr_lease,depr_fixed_equip,depr_auto,depr_major_equip,depr_minor_equip,current_assets,current_liabilities,pps_ip_charges,pps_op_charges,pps_mcare_cost,pps_pgm_cost,hvbp_payment,hrrp_payment,tot_uncomp_care_charges,tot_uncomp_care_partial_pmts,bad_debt,depr_HIT,year,source
220066,1997-10-01,1997-12-31,2004-10-28,2000-09-15,NA,244,58298532,NA,31758543,29345095,12649323,1601497,18648879,2472,1124,391,7668327,NA,271 CAREW STREET,SPRINGFIELD,MA,01102-,HAMPDEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1997,total for year
220079,1997-10-01,1997-11-29,2000-10-26,2000-10-06,v1996,130,10257639,5102930,5154709,5875546,1668275,NA,3040911,608,220,95,1378985,NA,111 DEDHAM STREET,NORFOLK,MA,02056,NORFOLK,SOUTHWOOD HOSPITAL,NA,NA,NA,4028336,12780112,235249,6199763,41866,NA,NA,5444195,NA,11469720,11605808,5434830,4448988,1174371,1046832,NA,NA,NA,NA,NA,NA,1997,unique reports
220126,1997-10-01,1997-11-29,2003-06-06,2003-06-06,v1996,143,18090742,10458319,7632423,12219446,1776267,315650,5373862,1163,539,43,3456694,5354,800 WASHINGTON STREET,NORWOOD,MA,02062,NORFOLK,NORWOOD HOSPITAL,NA,NA,79273,3279480,42304657,853517,23937548,210497,1361632,NA,25171564,NA,24032281,21038149,9750455,8340387,2614647,2205602,NA,NA,NA,NA,NA,NA,1997,unique reports
230157,1997-11-01,1997-12-31,2000-11-08,2000-10-03,v1996,123,18190000,10928000,7262000,11633000,1627896,364344,5963781,844,310,93,1598679,4240,1210 W. SAGINAW,LANSING,MI,48915,INGHAM,ST. LAWRENCE HOSPITAL,NA,NA,NA,1870000,32799000,NA,NA,NA,NA,NA,NA,NA,26795000,10543000,9495999,7551722,1373347,1261135,NA,NA,NA,NA,NA,NA,1997,unique reports
240018,1997-11-01,1997-12-31,2001-09-24,2001-09-13,v1996,114,6089049,4381412,1707637,4399966,764057,125673,NA,503,115,27,599790,NA,1407 WEST FOURTH STREET,RED WING,MN,55066-,GOODHUE,FAIRVIEW RED WING HOSPITAL,NA,NA,NA,1940499,7983937,254655,10508938,NA,NA,NA,6302336,NA,7686230,4672433,3515157,2082930,566028,565222,NA,NA,NA,NA,NA,NA,1997,unique reports
240028,1997-10-01,1997-12-31,2001-09-24,2001-09-11,v1996,59,15497992,8866265,6631727,11156696,508057,275573,NA,412,188,16,974984,NA,11685 LAKE BOULEVARD NORTH,CHISAGO CITY,MN,55013-,CHISAGO,CHISAGO HEALTH SERVICES,NA,NA,NA,377782,6847807,512684,4187714,NA,NA,NA,5711352,NA,9857619,11640950,3880631,6239733,905371,870311,NA,NA,NA,NA,NA,NA,1997,unique reports
240146,1997-10-01,1997-12-31,2000-12-11,2000-09-19,v1996,29,2229380,1677875,551505,1649677,145280,15444,299566,111,53,14,163202,NA,100 FIFTH AVENUE NW,WASECA,MN,56093-,WASECA,WASECA AREA MEDICAL CENTER,NA,NA,13359,727453,2061829,-18864,-1340462,NA,-420169,NA,-1218885,NA,2157762,769689,451415,1166307,178502,167276,NA,NA,NA,NA,NA,NA,1997,unique reports
240148,1997-10-01,1997-12-31,2000-10-17,2000-08-10,v1996,18,995799,834863,160936,934059,56626,NA,NA,38,21,1,72935,NA,414 JEFFERSON,MAHNOMEN,MN,56557-,MAHNOMEN,MAHNOMEN COUNTY & VILLAGE,NA,NA,2793,45892,25475,NA,NA,NA,NA,NA,-5035,NA,1156798,1182240,456901,505534,54579,53642,NA,NA,NA,NA,NA,NA,1997,unique reports
280015,1997-10-01,1997-12-31,2000-08-10,2000-07-10,v1996,73,3940878,2562348,1378530,2634395,359147,83847,1340616,224,111,20,424582,NA,7TH AND OSAGE STREETS,SIDNEY,NE,69162,NA,MEMORIAL HEALTH CENTER,NA,NA,110165,356762,2983143,92733,2758854,NA,NA,NA,3152875,NA,3019603,983547,2242223,1245310,467890,443342,NA,NA,NA,NA,NA,NA,1997,unique reports
280109,1997-10-11,1997-12-31,1998-07-14,1998-06-17,v1996,20,239580,239290,290,243797,65450,NA,28291,16,12,1,45407,NA,1201 WEST MAIN,SARGENT,NE,68874-97,CUSTER,GOLI MEDICAL CENTER,NA,NA,NA,-6054,151323,NA,508201,NA,NA,NA,420084,NA,314817,225397,93741,93290,75186,72053,NA,NA,NA,NA,NA,NA,1997,unique reports
290042,1997-10-10,1997-12-31,1999-11-17,1999-10-13,v1996,78,7379008,2710805,4668203,3151989,3896953,NA,945021,582,NA,NA,1,NA,2170 EAST HARMON AVENUE,LAS VEGAS,NV,89119,CLARK,IHS OF LAS VEGAS,NA,NA,1831278,140426,10093111,NA,1698070,NA,18045,NA,69415,15698,2072012,1374335,7837432,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,unique reports
310077,1997-10-01,1997-12-31,2000-04-05,2000-02-29,v1996,271,54240657,23616295,30624362,24788029,14914420,4729500,28963005,3038,1188,127,9622160,2357,350 BOULEVARD,PASSAIC,NJ,07055,PASSAIC,GENERAL HOSPITAL CENTER AT PASSAIC,NA,NA,1347419,-57842738,53856847,1456024,20627396,NA,13293534,NA,23288882,2872277,-37662587,16244507,42725340,10930970,8674564,7856737,NA,NA,NA,NA,NA,NA,1997,unique reports
340009,1997-10-01,1997-12-31,2000-10-31,2000-09-07,v1996,15,2991643,1297076,1694567,1581102,NA,NA,NA,NA,NA,NA,NA,NA,1600 EAST THIRD STREET,CHARLOTTE,NC,28233,MECKLENBURG,PRESBYTERIAN SPECIALTY HOSPITAL,NA,NA,10183,1181789,1223684,NA,NA,4192,407882,NA,2680800,285165,2587723,2035546,NA,2742605,NA,NA,NA,NA,NA,NA,NA,NA,1997,unique reports
340053,1997-10-01,1997-12-31,2001-08-02,2001-06-22,v1996,541,128092000,66079323,62012677,81411244,19924769,3307479,57116016,7517,2801,220,21361246,34304,200 HAWTHORNE LANE,CHARLOTTE,NC,33549,MECKLENBURG,PRESBYTERIAN HOSPITAL,NA,NA,8151618,5910688,57003082,NA,NA,1131436,4503161,NA,93839735,1745948,102452705,44022343,82549554,39917334,19288674,17268233,NA,NA,NA,NA,NA,NA,1997,unique reports
340055,1997-10-01,1997-12-31,2000-11-08,2000-09-23,v1996,184,10988863,6149842,4839021,7145264,1017063,240862,4094532,710,404,180,1991160,1000,720 MALCOLM BLVD,VALDESE,NC,28690,BURKE,VALDESE GENERAL HOSPITAL,NA,NA,311418,1434042,14003276,307869,6752240,196493,1088220,NA,8433758,31701,8563342,4768276,10149536,NA,1939800,1725259,NA,NA,NA,NA,NA,NA,1997,unique reports
340085,1997-10-01,1997-12-31,2000-11-08,2000-09-21,v1996,154,10262847,6450892,3811955,6385297,1060003,858985,4491578,1007,397,325,2344216,NA,207 OLD LEXINGTON ROAD,THOMASVILLE,NC,27360,DAVIDSON,COMMUNITY GENERAL HEALTH PARTNERS  INC.,NA,NA,383247,2627776,9017605,442247,6366436,NA,423037,NA,6700867,NA,8846890,2852972,6566291,3675444,1989520,1844356,NA,NA,NA,NA,NA,NA,1997,unique reports
340171,1997-10-01,1997-12-31,2000-11-08,2000-09-14,v1996,115,13468744,7605072,5863672,7355685,1137527,396916,5167168,1071,363,76,1936071,3527,1500 MATTHEWS TOWNSHIP PARKWAY,MATTHEWS,NC,28105,MECKLENBURG,PRESBYTERIAN HOSPITAL MATTHEWS,NA,NA,78257,2581746,37591828,469258,5084542,NA,NA,NA,6535761,250471,10456309,6026423,6813253,6292098,1638212,1264138,NA,NA,NA,NA,NA,NA,1997,unique reports
360094,1997-10-01,1997-12-31,2001-03-14,2001-02-28,v1996,212,33580792,14975415,18605377,16911129,2160089,862987,11014430,1301,489,418,3606798,NA,1600 N SUPERIOR ST,TOLEDO,OH,43604-,LUCAS,RIVERSIDE MERCY HOSPITAL,NA,NA,483297,2038892,896953,-613,-29318,-9757,-11081,-10871,-942132,NA,15879526,12508341,14787890,15673417,2955420,2868452,NA,NA,NA,NA,NA,NA,1997,unique reports
370199,1997-11-07,1997-12-31,2001-03-19,2001-02-07,v1996,14,2408865,1433606,975259,1717384,277845,55205,1171315,120,4,NA,25285,NA,11200 N. PORTLAND AVE.,OKLAHOMA CITY,OK,73120-,OLLAHOMA,LAKESIDE WOMENS HOSPITAL,NA,NA,NA,-153723,51346,NA,NA,NA,NA,NA,-1364,NA,1406253,2106144,1541125,867741,21190,14411,NA,NA,NA,NA,NA,NA,1997,unique reports
381990,1997-10-01,1997-12-31,1998-11-04,1998-10-06,v1996,21,260450,253077,7373,439797,250278,NA,3362,12,6,NA,NA,NA,10575 S.W. CANTERBURY LANE,TIGARD,OR,97224,NA,CANTERBURY CREST NURSING SERVICES,NA,NA,12105,23678,374782,NA,NA,NA,NA,467798,NA,NA,212016,27913,256130,NA,107458,103325,NA,NA,NA,NA,NA,NA,1997,unique reports
400123,1997-10-01,1997-12-31,2000-10-31,2000-10-10,v1996,132,9901597,5268386,4633211,5004640,2058440,162380,5505714,2810,553,NA,1638184,2902,BASORA,MAYAGUEZ,PR,00681-,NA,HOSPITAL PEREA,NA,NA,512333,182986,5837399,NA,-359219,-751978,-374996,-30380,-1975106,NA,5980940,5529627,7726534,1887741,1340328,1246692,NA,NA,NA,NA,NA,NA,1997,unique reports
450010,1997-10-01,1997-12-31,2000-10-31,2000-09-27,v1996,366,56991463,38850652,18140811,38795778,6287154,2197165,29771843,3729,1747,749,10137648,7563,1600 TENTH STREET,WICHITA FALLS,TX,76301,WICHITA,UNITED REGIONAL HEALTH CARE SYSTEM,NA,NA,3070339,7348566,78151401,NA,NA,NA,NA,NA,NA,91311558,39022651,22324353,38684692,18018306,10672417,9413987,NA,NA,NA,NA,NA,NA,1997,unique reports
453074,1997-10-01,1997-12-31,2000-08-10,2000-06-07,v1996,66,2533886,1881372,652514,2011237,1103400,NA,1428766,66,55,NA,NA,NA,7850 BROOKHOLLOW,DALLAS,TX,75235,DALLAS,HSH DALLAS,NA,NA,2280,22709,6395892,NA,535588,NA,156599,24251,35382,NA,3686119,568746,2538390,1720,1081069,950965,NA,NA,NA,NA,NA,NA,1997,unique reports
490040,1997-10-01,1997-12-31,2001-03-14,2001-01-30,v1996,330,51482007,31477871,20004136,30092642,8672971,3248444,21535784,4216,1012,535,7118069,NA,4320 SEMINARY ROAD,ALEXANDRIA,VA,22304,ALEXANDRIA,INOVA ALEXANDRIA HOSPITAL,NA,NA,3347331,190438,46161120,1598387,12437359,NA,23858159,NA,39556039,1464724,31092404,18130802,35058005,16168168,7095720,6411931,NA,NA,NA,NA,NA,NA,1997,unique reports
510006,1997-10-01,1997-12-31,2000-11-20,2000-10-17,v1996,298,34302885,24250766,10052119,22165287,4325450,856992,12418628,2977,1615,381,9278686,10852,ROUTE 19 SOUTH,CLARKSBURG,WV,26302-16,HARRISON,UNITED HOSPITAL CENTER,NA,NA,592984,2034555,38574483,940456,16064841,NA,15620683,NA,22934059,NA,25197981,11445085,18061169,14137136,7676219,7048840,NA,NA,NA,NA,NA,NA,1997,unique reports
511302,1997-11-01,1997-12-31,2000-10-05,2000-08-30,v1996,19,1146117,783372,362745,832232,5373,NA,208021,5,3,NA,NA,NA,396 DINGESS STREET,LOGAN,WV,25601-,LOGAN,GUYAN VALLEY HOSPITAL,NA,NA,NA,-33253,1847802,4279,1021170,34664,NA,NA,993619,NA,1525482,4039598,254463,466331,85873,NA,NA,NA,NA,NA,NA,NA,1997,unique reports
520031,1997-10-01,1997-12-31,2000-11-28,2000-09-28,v1996,50,4564950,3331752,1233198,3612788,319316,54103,1117984,188,128,10,550254,NA,313 STOUGHTON RD,EDGERTON,WI,53534,ROCK,MEMORIAL COMMUNITY HOSPITAL,NA,NA,NA,340100,3782526,NA,7535001,NA,NA,NA,NA,NA,3694772,1806739,2298971,1049097,521185,477151,NA,NA,NA,NA,NA,NA,1997,unique reports
